opponent_name,opponent_deck_name,wins,losses,ties,win_pct,matches_played,meta_share
Armarouge ex Skeledirge,armarouge-ex-skeledirge-b2a,1,0,0,100.0,1,0.0
Solgaleo ex Cleffa,solgaleo-ex-a3-cleffa-a4,1,0,0,100.0,1,0.0
Mega Gyarados ex Baxcalibur,mega-gyarados-ex-b1-baxcalibur-b2a,1,0,0,100.0,1,0.0
Galarian Obstagoon Mega Absol ex,galarian-obstagoon-b2-mega-absol-ex-b1,1,0,0,100.0,1,0.0
Mega Gardevoir ex Mewtwo ex,mega-gardevoir-ex-b2-mewtwo-ex-a1,1,0,0,100.0,1,0.0
Paldean Clodsire ex Weezing,paldean-clodsire-ex-a2b-weezing-a1,1,0,0,100.0,1,0.0
Mega Kangaskhan ex Celebi ex,mega-kangaskhan-ex-b2-celebi-ex-a1a,1,0,0,100.0,1,0.0
Magnezone Silvally,magnezone-b1a-silvally-a3a,1,0,0,100.0,1,0.0
Jolteon ex Mega Ampharos ex,jolteon-ex-mega-ampharos-ex-b1,1,0,0,100.0,1,0.0
Naganadel Guzzlord ex,naganadel-guzzlord-ex-a3a,1,0,0,100.0,1,0.0
Mega Blaziken ex Blaziken,mega-blaziken-ex-blaziken-b1,1,0,0,100.0,1,0.0
