opponent_name,opponent_deck_name,wins,losses,ties,win_pct,matches_played,meta_share
Tauros ex Darkrai ex,tauros-ex-b1-darkrai-ex-a2,1,0,0,100.0,1,0.0
Armarouge ex Delcatty,armarouge-ex-b2a-delcatty-a3,1,0,0,100.0,1,0.0
Bellibolt ex Greninja,bellibolt-ex-b2a-greninja-a1,1,0,0,100.0,1,0.0
Buzzwole ex Pheromosa,buzzwole-ex-pheromosa-a3a,1,0,0,100.0,1,0.0
Sylveon ex Xatu,sylveon-ex-a3b-xatu-a4,1,0,0,100.0,1,0.0
Skeledirge Oricorio,skeledirge-b2a-oricorio-b2,1,0,0,100.0,1,0.0
Dragonite Pichu,dragonite-a1-pichu-a4,1,0,0,100.0,1,0.0
Solgaleo ex Mega Kangaskhan ex,solgaleo-ex-a3-mega-kangaskhan-ex-b2,1,0,0,100.0,1,0.0
Bellibolt ex Magnezone,bellibolt-ex-b2a-magnezone-a2,1,0,0,100.0,1,0.0
Mega Altaria ex Galarian Cursola,mega-altaria-ex-b1-galarian-cursola-a4a,1,0,0,100.0,1,0.0
Jolteon ex Pawmot,jolteon-ex-b1-pawmot-b2a,1,0,0,100.0,1,0.0
Armarouge ex Charmeleon,armarouge-ex-b2a-charmeleon-b1a,1,0,0,100.0,1,0.0
Solgaleo ex Entei ex,solgaleo-ex-a3-entei-ex-a4a,1,0,0,100.0,1,0.0
Crobat ex Mega Absol ex,crobat-ex-a4-mega-absol-ex-b1,1,0,0,100.0,1,0.0
Flareon ex Skeledirge,flareon-ex-a3b-skeledirge-b2a,1,0,0,100.0,1,0.0
Charizard ex Moltres ex,charizard-ex-moltres-ex-a1,1,0,0,100.0,1,0.0
Mega Charizard Y ex Blacephalon ex,mega-charizard-y-ex-b1a-blacephalon-ex-b2,1,0,0,100.0,1,0.0
Chandelure Gourgeist,chandelure-gourgeist-b2,1,0,0,100.0,1,0.0
Tyrantrum Rampardos,tyrantrum-b2-rampardos-a2,1,0,0,100.0,1,0.0
Mega Gyarados ex Mantyke,mega-gyarados-ex-b1-mantyke-a4a,1,0,0,100.0,1,0.0
Mega Gardevoir ex Gardevoir,mega-gardevoir-ex-gardevoir-b2,1,0,0,100.0,1,0.0
Annihilape Tauros ex,annihilape-b2a-tauros-ex-b1,1,0,0,100.0,1,0.0
Naganadel Guzzlord ex,naganadel-guzzlord-ex-a3a,1,0,0,100.0,1,0.0
