opponent_name,opponent_deck_name,wins,losses,ties,win_pct,matches_played,meta_share
Gourgeist Houndstone,gourgeist-b2-houndstone-b2a,4,10,0,28.57,14,0.0
Magnezone Oricorio,magnezone-b1a-oricorio-a3,5,12,0,29.41,17,0.0
Gholdengo ex Orthworm,gholdengo-ex-orthworm-b2a,3,7,0,30.0,10,0.0
Mega Lopunny ex Annihilape,mega-lopunny-ex-b1a-annihilape-b2a,4,8,0,33.33,12,0.0
Entei ex Skeledirge,entei-ex-a4a-skeledirge-b2a,1,2,0,33.33,3,0.0
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,5,10,0,33.33,15,0.0
Mega Altaria ex Jirachi,mega-altaria-ex-jirachi-b1,2,4,0,33.33,6,0.0
Greninja Oricorio,greninja-a1-oricorio-a3,1,2,0,33.33,3,0.0
Bellibolt ex Tapu Koko ex,bellibolt-ex-b2a-tapu-koko-ex-a3a,2,4,0,33.33,6,0.0
Mega Altaria ex Indeedee ex,mega-altaria-ex-indeedee-ex-b1,1,2,0,33.33,3,0.0
Mega Blaziken ex,mega-blaziken-ex-b1,2,4,0,33.33,6,0.0
Bellibolt ex Magnezone,bellibolt-ex-b2a-magnezone-b1a,8,15,0,34.78,23,0.0
Greninja Mega Kangaskhan ex,greninja-a1-mega-kangaskhan-ex-b2,3,5,0,37.5,8,0.0
Bellibolt ex Zeraora,bellibolt-ex-b2a-zeraora-a3a,22,36,0,37.93,58,0.0
Mega Lopunny ex Lucario,mega-lopunny-ex-b1a-lucario-a2,2,3,0,40.0,5,0.0
Decidueye ex Decidueye,decidueye-ex-a3-decidueye-a3a,2,3,0,40.0,5,0.0
Mega Altaria ex Greninja,mega-altaria-ex-b1-greninja-a1,38,55,1,40.43,94,0.0
Mega Gardevoir ex Meloetta,mega-gardevoir-ex-meloetta-b2,5,7,0,41.67,12,0.0
Mega Altaria ex Gourgeist,mega-altaria-ex-b1-gourgeist-b2,10,14,0,41.67,24,0.0
Chandelure Meowth,chandelure-meowth-b2,3,4,0,42.86,7,0.0
Suicune ex Baxcalibur,suicune-ex-a4a-baxcalibur-b2a,54,67,3,43.55,124,0.0
Gholdengo ex Dialga ex,gholdengo-ex-b2a-dialga-ex-a2,4,4,1,44.44,9,0.0
Jolteon ex Jolteon,jolteon-ex-b1-jolteon-a3b,2,2,0,50.0,4,0.0
Mega Blaziken ex Entei ex,mega-blaziken-ex-b1-entei-ex-a4a,2,2,0,50.0,4,0.0
Magnezone Mega Absol ex,magnezone-b1a-mega-absol-ex-b1,1,1,0,50.0,2,0.0
Darkrai ex Arceus ex,darkrai-ex-a2-arceus-ex-a2a,1,1,0,50.0,2,0.0
Mega Kangaskhan ex Pichu,mega-kangaskhan-ex-b2-pichu-a4,1,1,0,50.0,2,0.0
Mega Kangaskhan ex Darkrai ex,mega-kangaskhan-ex-b2-darkrai-ex-a2,3,3,0,50.0,6,0.0
Meowscarada ex Meowscarada,meowscarada-ex-b2a-meowscarada-a2b,12,12,0,50.0,24,0.0
Bellibolt ex Oricorio,bellibolt-ex-b2a-oricorio-a3,1,1,0,50.0,2,0.0
Leafeon ex Mega Pinsir ex,leafeon-ex-a2a-mega-pinsir-ex-b1,1,1,0,50.0,2,0.0
Bellibolt ex Bellibolt,bellibolt-ex-b2a-bellibolt-b2,2,2,0,50.0,4,0.0
Mega Venusaur ex Pichu,mega-venusaur-ex-b1a-pichu-a4,1,1,0,50.0,2,0.0
Leafeon ex Celebi ex,leafeon-ex-a2a-celebi-ex-a1a,1,1,0,50.0,2,0.0
Jumpluff ex Meowth,jumpluff-ex-a4a-meowth-b2,1,1,0,50.0,2,0.0
Magcargo,magcargo-a4,1,1,0,50.0,2,0.0
Tyrantrum Rampardos,tyrantrum-b2-rampardos-a2,1,1,0,50.0,2,0.0
Pawmot,pawmot-b2a,1,1,0,50.0,2,0.0
Mega Absol ex Darkrai ex,mega-absol-ex-b1-darkrai-ex-a2,1,1,0,50.0,2,0.0
Cofagrigus Gourgeist,cofagrigus-b1-gourgeist-b2,2,2,0,50.0,4,0.0
Chien-Pao ex Baxcalibur,chien-pao-ex-baxcalibur-b2a,2,2,0,50.0,4,0.0
Pawmot Raikou ex,pawmot-b2a-raikou-ex-a4a,1,1,0,50.0,2,0.0
Hydreigon Mega Absol ex,hydreigon-mega-absol-ex-b1,41,29,2,56.94,72,0.0
Leafeon ex Teal Mask Ogerpon ex,leafeon-ex-a2a-teal-mask-ogerpon-ex-b2,3,2,0,60.0,5,0.0
Suicune ex Greninja ex,suicune-ex-a4a-greninja-ex-b1,13,7,1,61.9,21,0.0
Flareon ex Skeledirge,flareon-ex-a3b-skeledirge-b2a,2,1,0,66.67,3,0.0
Gigalith ex,gigalith-ex-b2,2,1,0,66.67,3,0.0
Mega Mawile ex,mega-mawile-ex-b2,2,1,0,66.67,3,0.0
Chandelure Greavard,chandelure-b2-greavard-b2a,2,1,0,66.67,3,0.0
Mega Steelix ex Indeedee ex,mega-steelix-ex-b1a-indeedee-ex-b1,2,1,0,66.67,3,0.0
Bellibolt ex Magnezone,bellibolt-ex-b2a-magnezone-a2,2,1,0,66.67,3,0.0
Mega Swampert ex,mega-swampert-ex-b2,2,1,0,66.67,3,0.0
Mega Altaria ex Banette,mega-altaria-ex-b1-banette-a3,3,1,0,75.0,4,0.0
Donphan ex Lucario,donphan-ex-a4-lucario-a2,3,1,0,75.0,4,0.0
Jolteon ex Eevee ex,jolteon-ex-b1-eevee-ex-a3b,3,1,0,75.0,4,0.0
Mega Steelix ex Skarmory,mega-steelix-ex-b1a-skarmory-a2,2,0,0,100.0,2,0.0
Dragonite ex Dragonite,dragonite-ex-a3b-dragonite-a1,2,0,0,100.0,2,0.0
Annihilape Rampardos,annihilape-b2a-rampardos-a2,2,0,0,100.0,2,0.0
Alolan Ninetales ex Crawdaunt,alolan-ninetales-ex-b2-crawdaunt-a4,2,0,0,100.0,2,0.0
Gholdengo ex Probopass,gholdengo-ex-b2a-probopass-b1a,2,0,0,100.0,2,0.0
Blacephalon ex Skeledirge,blacephalon-ex-b2-skeledirge-b2a,2,0,0,100.0,2,0.0
Aerodactyl ex Annihilape,aerodactyl-ex-a1a-annihilape-b2a,2,0,0,100.0,2,0.0
Galvantula Greninja,galvantula-a3b-greninja-a1,3,0,0,100.0,3,0.0
Gengar ex Mega Gardevoir ex,gengar-ex-a1-mega-gardevoir-ex-b2,3,0,0,100.0,3,0.0
Tyrantrum Meowth,tyrantrum-meowth-b2,1,0,0,100.0,1,0.0
Entei ex Blaziken,entei-ex-a4a-blaziken-b1,1,0,0,100.0,1,0.0
Mega Blastoise ex Baxcalibur,mega-blastoise-ex-b1a-baxcalibur-b2a,1,0,0,100.0,1,0.0
Mega Venusaur ex Chingling,mega-venusaur-ex-b1a-chingling-b1,1,0,0,100.0,1,0.0
Palafin Baxcalibur,palafin-baxcalibur-b2a,1,0,0,100.0,1,0.0
Mega Venusaur ex Golurk,mega-venusaur-ex-b1a-golurk-b1,1,0,0,100.0,1,0.0
Mega Venusaur ex Venusaur,mega-venusaur-ex-b1a-venusaur-a1,1,0,0,100.0,1,0.0
Charizard ex Entei ex,charizard-ex-a1-entei-ex-a4a,1,0,0,100.0,1,0.0
Melmetal ex Orthworm,melmetal-ex-b1-orthworm-b2a,1,0,0,100.0,1,0.0
Miltank Aurorus,miltank-a4a-aurorus-b2,1,0,0,100.0,1,0.0
Alolan Ninetales ex Maushold,alolan-ninetales-ex-b2-maushold-b2a,1,0,0,100.0,1,0.0
